key,slus,sles
Comment.Crate.5,0x1d00cd4,0x1ce381c
Comment.Crate.6,0x1d00cd8,0x1ce3820
Comment.Crate.7,0x1d00cdc,0x1ce3838
Comment.Crate.8,0x1d00ce0,0x1ce383c
Comment.Crate.9,0x1d00ce4,0x1ce3848
Comment.Draw.1,0x1cfeab4,0x1ce5dc4
Comment.Draw.10,0x1d00034,0x1ce70b8
Comment.Draw.2,0x1cfeab8,0x1ce5dc8
Comment.Draw.3,0x1cfeae0,0x1ce5dd4
Comment.Draw.4,0x1cfeae4,0x1ce5dd8
Comment.Draw.5,0x1cfeae8,0x1ce5de4
Comment.Draw.6,0x1cfeaec,0x1ce5de8
Comment.Draw.7,0x1cfeaf0,0x1ce5dec
Comment.Draw.8,0x1cfeaf4,0x1ce5df8
Comment.Draw.9,0x1cfeb18,0x1ce5e00
Comment.Health.1,0x1cfbdb8,0x1ce6a94
Comment.Health.2,0x1cfbde4,0x1ce6a98
Comment.Health.3,0x1cfbdc8,0x1ce6a9c
Comment.Health.4,0x1cfbdcc,0x1ce6aa0
Comment.Health.5,0x1cfbdd0,0x1ce6aa4
Comment.Health.6,0x1cfbdd4,0x1ce6aa8
Comment.Health.7,0x1cfbdd8,0x1ce6aac
Comment.Health.8,0x1cfbddc,0x1ce6ab4
Comment.Health.9,0x1cfbde0,0x1ce6ab8
Comment.Kill.1,0x1cfc064,0x1ce3fc4
Comment.Kill.10,0x1cfd1f0,0x1ce70c4
Comment.Kill.11,0x1cfd1f4,0x1ce70c8
Comment.Kill.12,0x1cfd1f8,0x1ce70cc
Comment.Kill.13,0x1cfd214,0x1ce70d8
Comment.Kill.14,0x1cfd218,0x1ce70dc
Comment.Kill.15,0x1cfd21c,0x1ce70e0
Comment.Kill.16,0x1cfd220,0x1ce70e4
Comment.Kill.17,0x1cfd224,0x1ce70ec
Comment.Kill.18,0x1cfd228,0x1ce70f0
Comment.Kill.2,0x1cfc068,0x1ce3fcc
Comment.Kill.3,0x1cfc084,0x1ce3fdc
Comment.Kill.4,0x1cfc088,0x1ce3fe0
Comment.Kill.5,0x1cfc08c,0x1ce3fe4
Comment.Kill.6,0x1cfc094,0x1ce3fe8
Comment.Kill.7,0x1cfc098,0x1ce3fec
Comment.Kill.8,0x1cfc0a0,0x1ce3ff0
Comment.Kill.9,0x1cfc0a4,0x1ce3ff4
Comment.LandDeath.1,0x1cfdd34,0x1ce5e54
Comment.LandDeath.10,0x1cffdf8,0x1ce5360
Comment.LandDeath.11,0x1cffe18,0x1ce537c
Comment.LandDeath.12,0x1cffe1c,0x1ce5384
Comment.LandDeath.13,0x1cffe20,0x1ce5388
Comment.LandDeath.14,0x1cffe24,0x1ce538c
Comment.LandDeath.15,0x1cffe28,0x1ce5390
Comment.LandDeath.16,0x1cffe2c,0x1ce539c
Comment.LandDeath.17,0x1cffe30,0x1ce53a8
Comment.LandDeath.18,0x1cffe58,0x1ce53b0
Comment.LandDeath.19,0x1cffe5c,0x1ce53b8
Comment.LandDeath.2,0x1cfdd38,0x1ce5e58
Comment.LandDeath.20,0x1cffdb0,0x1ce5340
Comment.LandDeath.21,0x1cffe60,0x1ce53bc
Comment.LandDeath.22,0x1cffe64,0x1ce53c0
Comment.LandDeath.23,0x1cffe6c,0x1ce53d8
Comment.LandDeath.24,0x1cffe70,0x1ce53e4
Comment.LandDeath.25,0x1cffe74,0x1ce53e8
Comment.LandDeath.26,0x1cffe78,0x1ce53ec
Comment.LandDeath.27,0x1cffe88,0x1ce5410
Comment.LandDeath.28,0x1cffe8c,0x1ce5414
Comment.LandDeath.29,0x1cffe90,0x1ce5418
Comment.LandDeath.3,0x1cfdd48,0x1ce5e5c
Comment.LandDeath.30,0x1cffd70,0x1ce5338
Comment.LandDeath.31,0x1cffda0,0x1ce5424
Comment.LandDeath.32,0x1cffda4,0x1ce5428
Comment.LandDeath.33,0x1cffe94,0x1ce542c
Comment.LandDeath.34,0x1cffe98,0x1ce544c
Comment.LandDeath.35,0x1cffea4,0x1ce5450
Comment.LandDeath.36,0x1cffea8,0x1ce5454
Comment.LandDeath.37,0x1cffeac,0x1ce5458
Comment.LandDeath.38,0x1cffeb0,0x1ce5464
Comment.LandDeath.39,0x1cffeb8,0x1ce5468
Comment.LandDeath.4,0x1cfdd4c,0x1ce5e60
Comment.LandDeath.5,0x1cfdd50,0x1ce5eb4
Comment.LandDeath.6,0x1cfdd54,0x1ce5eb8
Comment.LandDeath.7,0x1cfdd58,0x1ce5ebc
Comment.LandDeath.8,0x1cfdd5c,0x1ce5ec8
Comment.LandDeath.9,0x1cfdd60,0x1ce5ee0
Comment.LowTime.1,0x1cfd434,0x1ce74ac
Comment.LowTime.2,0x1cfd438,0x1ce74b4
Comment.LowTime.3,0x1cfd454,0x1ce75d0
Comment.LowTime.4,0x1cfd458,0x1ce75e0
Comment.LowTime.5,0x1cfd45c,0x1ce75e4
Comment.LowTime.6,0x1cfd460,0x1ce75e8
Comment.Radiation.1,0x1d00718,0x1ce5c54
Comment.Radiation.2,0x1d0071c,0x1ce5c58
Comment.Radiation.3,0x1d00720,0x1ce5c5c
Comment.Radiation.4,0x1d0072c,0x1ce5c74
Comment.Radiation.5,0x1d00734,0x1ce5c78
Comment.Radiation.6,0x1d00738,0x1ce5c7c
Comment.Radiation.7,0x1d0074c,0x1ce5c84
Comment.Reinforce.1,0x1cfcf10,0x1ce3d14
Comment.Reinforce.2,0x1cfcf14,0x1ce3d18
Comment.Reinforce.3,0x1cfcf18,0x1ce3d40
Comment.Reinforce.4,0x1cfcf1c,0x1ce3d44
Comment.Scales.1,0x1cff98c,0x1ce6e14
Comment.Scales.2,0x1cff990,0x1ce6e18
Comment.Scales.3,0x1cff994,0x1ce6e24
Comment.Scales.4,0x1cff998,0x1ce6e28
Comment.Scales.5,0x1cff99c,0x1ce6e2c
Comment.Scales.6,0x1cff9a0,0x1ce6e30
Comment.Sdeath.1,0x1d01174,0x1ce371c
Comment.Sdeath.2,0x1d0117c,0x1ce3894
Comment.Sdeath.3,0x1d01180,0x1ce38a4
Comment.Sdeath.4,0x1d01184,0x1ce38b0
Comment.Sdeath.5,0x1d0118c,0x1ce38d8
Comment.Sdeath.6,0x1d01194,0x1ce38e4
Comment.Sickness.1,0x1cfef34,0x1ce6ec8
Comment.Sickness.10,0x1cfd230,0x1ce54e4
Comment.Sickness.11,0x1cfd234,0x1ce54e8
Comment.Sickness.12,0x1cfd25c,0x1ce54ec
Comment.Sickness.13,0x1cfd270,0x1ce54f0
Comment.Sickness.14,0x1cfd274,0x1ce54f4
Comment.Sickness.15,0x1cfd28c,0x1ce5508
Comment.Sickness.16,0x1cfd294,0x1ce5514
Comment.Sickness.17,0x1cfd298,0x1ce5518
Comment.Sickness.2,0x1cfef38,0x1ce6ecc
Comment.Sickness.3,0x1cfef3c,0x1ce6ed8
Comment.Sickness.4,0x1cfef5c,0x1ce6edc
Comment.Sickness.5,0x1cfef6c,0x1ce6eec
Comment.Sickness.6,0x1cfef70,0x1ce6ef0
Comment.Sickness.7,0x1cfef74,0x1ce6ef4
Comment.Sickness.8,0x1cfef78,0x1ce6ef8
Comment.Sickness.9,0x1cfef80,0x1ce6f08
Comment.StartTurn.1,0x1d00f78,0x1ce5268
Comment.StartTurn.10,0x1cfb7fc,0x1ce7924
Comment.StartTurn.11,0x1cfb814,0x1ce7928
Comment.StartTurn.12,0x1cfb818,0x1ce792c
Comment.StartTurn.13,0x1cfb834,0x1ce7938
Comment.StartTurn.14,0x1cfb838,0x1ce793c
Comment.StartTurn.15,0x1cfb83c,0x1ce794c
Comment.StartTurn.16,0x1cfb848,0x1ce7950
Comment.StartTurn.17,0x1cfb84c,0x1ce7960
Comment.StartTurn.2,0x1d00f7c,0x1ce526c
Comment.StartTurn.3,0x1d00f90,0x1ce5270
Comment.StartTurn.4,0x1d00f94,0x1ce5278
Comment.StartTurn.5,0x1d00f98,0x1ce527c
Comment.StartTurn.6,0x1d00f9c,0x1ce5284
Comment.StartTurn.7,0x1d00fa0,0x1ce528c
Comment.StartTurn.8,0x1d00fac,0x1ce561c
Comment.StartTurn.9,0x1d00fb0,0x1ce5620
Comment.SuddenDeath,0x1cfc0b8,0x1ce51cc
Comment.TeamDeath.1,0x1cfd394,0x1ce5838
Comment.TeamDeath.10,0x1cfbfb4,0x1ce7044
Comment.TeamDeath.2,0x1cfd398,0x1ce583c
Comment.TeamDeath.3,0x1cfd39c,0x1ce5840
Comment.TeamDeath.4,0x1cfd3a0,0x1ce5854
Comment.TeamDeath.5,0x1cfd3a4,0x1ce5870
Comment.TeamDeath.6,0x1cfd3ac,0x1ce5878
Comment.TeamDeath.7,0x1cfd3b0,0x1ce587c
Comment.TeamDeath.8,0x1cfd3b4,0x1ce5880
Comment.TeamDeath.9,0x1cfd3c0,0x1ce5884
Comment.TeamWin.1,0x1d00b7c,0x1ce3e34
Comment.TeamWin.2,0x1d00b98,0x1ce3e40
Comment.TeamWin.3,0x1d00b9c,0x1ce3e44
Comment.TeamWin.4,0x1d00ba0,0x1ce3e48
Comment.TeamWin.5,0x1d00ba4,0x1ce3e4c
Comment.Utility.1,0x1cff05c,0x1ce7178
Comment.Utility.10,0x1cffa70,0x1ce57ac
Comment.Utility.2,0x1cff060,0x1ce717c
Comment.Utility.3,0x1cff064,0x1ce7180
Comment.Utility.4,0x1cff068,0x1ce71b0
Comment.Utility.5,0x1cff06c,0x1ce71b4
Comment.Utility.6,0x1cff070,0x1ce71b8
Comment.Utility.7,0x1cff078,0x1ce71bc
Comment.Utility.8,0x1cff084,0x1ce71c0
Comment.Utility.9,0x1cff088,0x1ce71c8
Comment.WaterDeath.1,0x1d00bc0,0x1ce5c38
Comment.WaterDeath.10,0x1cff770,0x1ce3bf0
Comment.WaterDeath.11,0x1cff78c,0x1ce3bf4
Comment.WaterDeath.2,0x1d00bc8,0x1ce5c3c
Comment.WaterDeath.3,0x1d00bcc,0x1ce5c4c
Comment.WaterDeath.4,0x1d00bd4,0x1ce5c8c
Comment.WaterDeath.5,0x1d00bd8,0x1ce5c90
Comment.WaterDeath.6,0x1d00bdc,0x1ce5c9c
Comment.WaterDeath.7,0x1d00be0,0x1ce5cbc
Comment.WaterDeath.8,0x1d00be4,0x1ce5cc0
Comment.WaterDeath.9,0x1d00be8,0x1ce5cc4
CommentaryPanel.Comment,0x1cfd240,0x1ce7430
CommentaryPanel.Delay,0x1cfde94,0x1ce4cf4
Crate.CanDropFromChute,0x1cff210,0x1ce7644
Crate.Contents,0x1cff47c,0x1ce62dc
Crate.DelayMillisec,0x1cff77c,0x1ce7a2c
Crate.DisableMessage,0x1cfca84,0x1ce3c04
Crate.ExplicitSpawnPos,0x1cfebfc,0x1ce42ec
Crate.FallSpeed,0x1cfb800,0x1ce3dd0
Crate.Gravity,0x1d01214,0x1ce73f4
Crate.GroundSnap,0x1cfc8b0,0x1ce7270
Crate.HealthInCrates,0x1cfeefc,0x1ce50dc
Crate.Hitpoints,0x1cfd87c,0x1ce6dec
Crate.HitpointsMultiplier,0x1cfbe38,0x1ce7798
Crate.ImpulseMagnitude,0x1cfeb48,0x1ce5368
Crate.ImpulseRadius,0x1cfe4fc,0x1ce67ac
Crate.Index,0x1cfba10,0x1ce5d90
Crate.LandDamageRadius,0x1d0027c,0x1ce6f4c
Crate.LifetimeSec,0x1d00a44,0x1ce73ec
Crate.LifetimeTurns,0x1cfd4bc,0x1ce52bc
Crate.NumContents,0x1cfe1bc,0x1ce533c
Crate.Parachute,0x1cfd604,0x1ce37e4
Crate.Pushable,0x1cfccc8,0x1ce6eb4
Crate.RandomSpawnPos,0x1cfd7fc,0x1ce4b0c
Crate.Scale,0x1cfc244,0x1ce3b94
Crate.ShowerSpawnPos,0x1cfbbbc,0x1ce5f3c
Crate.Showered,0x1d01044,0x1ce4020
Crate.Spawn,0x1cfe9e8,0x1ce6b08
Crate.TeamCollectable,0x1cff248,0x1ce6b9c
Crate.TeamDestructible,0x1d00344,0x1ce4f44
Crate.TrackCam,0x1cfefe4,0x1ce3be4
Crate.Type,0x1cfd684,0x1ce68e8
Crate.UXB,0x1cfdeb8,0x1ce5e48
Crate.WaitTillLanded,0x1cff604,0x1ce4cf0
Crate.WormDamageMagnitude,0x1cfbfc4,0x1ce7154
Crate.WormDamageRadius,0x1cfc240,0x1ce3eb0
CrateTrackCamera,0x1cfe0b4,0x1ce4a64
CrocketJet_A,0x1cfe974,0x1ce78a4
CrocketJet_B,0x1cfe978,0x1ce78ac
CrocketJet_C,0x1cfe980,0x1ce78b0
CurrentTeamIndex,0x1cfbf90,0x1ce4240
DATA.LockedSchemes,0x1cff63c,0x1ce54fc
DATA.Schemes,0x1d006fc,0x1ce723c
DATA.TeamBarracks,0x1cfcb3c,0x1ce7820
DATA.Wormopaedia,0x1d006f4,0x1ce6f14
DamageGraphic.Amount,0x1d01040,0x1ce5dd0
DamageGraphic.Position,0x1cff928,0x1ce3bc8
DeadWorm.Id,0x1d00740,0x1ce6ab0
Debug.DotColour,0x1d01244,0x1ce49f4
DefaultRetreatTime,0x1cfe184,0x1ce49a4
Detail.Orientation,0x1d00028,0x1ce6208
Detail.Position,0x1cffc2c,0x1ce7a28
Donkey.Bounce,0x1d01084,0x1ce65ec
Donkey.ExtraHeight,0x1cfb8d0,0x1ce6f04
Donkey.Gravity,0x1cfcb54,0x1ce60c8
Donkey.MinBounceSpeed,0x1cffe00,0x1ce59a4
Donkey.MinHeight,0x1d00388,0x1ce58e0
DonkeyTrackCamera,0x1cffdb4,0x1ce68fc
DoubleDamage,0x1cfd788,0x1ce6394
Dragonball,0x1cfc664,0x1ce5590
Drips_1,0x1cfd0f4,0x1ce5084
DynamiteFuseTrail,0x1cff160,0x1ce6920
E3.Multi.Text1,0x1cfc1b4,0x1ce4f58
E3.Multi.Text10,0x1cfdaf0,0x1ce76dc
E3.Multi.Text11,0x1cfdaf4,0x1ce76e0
E3.Multi.Text12,0x1cfdaf8,0x1ce76e4
E3.Multi.Text13,0x1cfdafc,0x1ce76e8
E3.Multi.Text14,0x1cfdb18,0x1ce76f0
E3.Multi.Text2,0x1cfc1b8,0x1ce4f5c
E3.Multi.Text3,0x1cfc1bc,0x1ce4f64
E3.Multi.Text4,0x1cfc1d0,0x1ce4f68
E3.Multi.Text5,0x1cfc1dc,0x1ce4f6c
E3.Multi.Text6,0x1cfc1e0,0x1ce4f74
E3.Multi.Text7,0x1cfc1e4,0x1ce4f78
E3.Multi.Text8,0x1cfc1e8,0x1ce4f7c
E3.Multi.Text9,0x1cfc1ec,0x1ce4f80
E3.ingame,0x1cfea90,0x1ce7378
EFMV.Active,0x1d00e48,0x1ce6534
EFMV.BorderHeight,0x1cfcc44,0x1ce3784
EFMV.BorderOffTime,0x1cfc4c4,0x1ce58a8
EFMV.BorderOnTime,0x1cfe1c8,0x1ce3a44
Earthquake.CameraShakeMagnitude,0x1cffa84,0x1ce44f4
Earthquake.ImpulseMagnitudeMax,0x1cfd3d0,0x1ce4b90
Earthquake.ImpulseMagnitudeMin,0x1cfd3a8,0x1ce4b68
Earthquake.Length,0x1cff590,0x1ce4af0
Earthquake.Length.Default,0x1cffd00,0x1ce4a90
Effect1,0x1cfdcb4,0x1ce65a4
Effect10,0x1cffbb0,0x1ce6d30
Effect2,0x1cfdcb8,0x1ce65a8
Effect3,0x1cfdcbc,0x1ce65b8
Effect4,0x1cfdcc0,0x1ce65c0
Effect5,0x1cfdcc4,0x1ce65c4
Effect6,0x1cfdcc8,0x1ce65c8
Effect7,0x1cfdcd0,0x1ce65d0
Effect8,0x1cfdcd4,0x1ce65d4
Effect9,0x1cfdcd8,0x1ce65dc
EffectCometTrail,0x1cfcd20,0x1ce4800
EffectCrateExplosion,0x1d01028,0x1ce464c
EffectExplosion,0x1cffd28,0x1ce460c
EffectFire,0x1d00d18,0x1ce47e4
EffectGunshot,0x1cfb9c4,0x1ce61fc
EffectOilDrumExplosion,0x1cfd5a8,0x1ce747c
EffectTeleport,0x1cfc30c,0x1ce4108
EffectWaterExplosion,0x1cfdfe8,0x1ce480c
EffectWormExplosion,0x1cfe968,0x1ce4828
Effect_PetrolBomb,0x1d00cf8,0x1ce400c
ElapsedRoundTime,0x1cfed48,0x1ce37b4
EnvRainfall,0x1cff720,0x1ce4c80
Explosion.DamageEpicentre,0x1cff2c8,0x1ce4ff4
Explosion.DetailObject,0x1cfd904,0x1ce45d0
Explosion.ImpulseEpicentre,0x1d000c4,0x1ce6a78
Explosion.ImpulseMagnitude,0x1cfea04,0x1ce6e44
Explosion.ImpulseOffset,0x1cfc000,0x1ce4120
Explosion.ImpulseRadius,0x1cfc33c,0x1ce74cc
Explosion.LandDamageRadius,0x1cfe140,0x1ce76b0
Explosion.WormDamageMagnitude,0x1cfc5c4,0x1ce6174
Explosion.WormDamageRadius,0x1cfc17c,0x1ce61dc
FCS.GameOver,0x1cfc2b8,0x1ce67c8
FCS.MainMenuTimeout,0x1d00680,0x1ce6860
FCS.TitleScreenTimeout,0x1d004c0,0x1ce5ed8
FD.Amount,0x1cff4c4,0x1ce43e0
FD.Bridges,0x1cfe9fc,0x1ce472c
FD.Large,0x1cfea84,0x1ce4178
FD.Size,0x1cfb8cc,0x1ce3d04
FD.Small,0x1cfc7e0,0x1ce7010
FD.Space,0x1cfc70c,0x1ce6124
FD.Theme,0x1cfca04,0x1ce39f4
FD.Time,0x1cff584,0x1ce79c4
FD.Vert,0x1d00944,0x1ce64e0
FE.AlliedNumber,0x1cfe238,0x1ce4d78
FE.AlliesList,0x1cfd0c0,0x1ce7760
FE.AnimSpeed,0x1cfd184,0x1ce58e8
FE.Award.Boring,0x1cfd0d0,0x1ce440c
FE.Award.Chatter,0x1cfed34,0x1ce3f38
FE.Award.Darkside,0x1cfee58,0x1ce4b78
FE.Award.Entertainment,0x1d01484,0x1ce44c8
FE.Award.Greedy,0x1cfd9a0,0x1ce5c48
FE.Award.Interesting,0x1cfcd98,0x1ce38d4
FE.Award.Liability,0x1d01198,0x1ce6684
FE.Award.Outcast,0x1d012d4,0x1ce411c
FE.Award.Sniping,0x1d00b0c,0x1ce661c
FE.Award.Strategic,0x1cfea5c,0x1ce7550
FE.Award.Survival,0x1cff61c,0x1ce62e0
FE.Award.WOTM,0x1d00ba8,0x1ce6dc0
FE.Award.WOTMExtra,0x1cfd0b4,0x1ce7434
FE.Award.accuracy,0x1cfc51c,0x1ce77c4
FE.Barracks,0x1cfc67c,0x1ce3b1c
FE.BetweenRoundsScreen,0x1cfe4a8,0x1ce5adc
FE.Blue,0x1cfd308,0x1ce7444
FE.BorderThickness,0x1cfc0bc,0x1ce7250
FE.BriefText,0x1cfe200,0x1ce7900
FE.BriefingPanel,0x1cfe3e0,0x1ce3ad4
FE.BriefingPanel.ButtonMessage,0x1cff688,0x1ce3c44
FE.BriefingPanel.ButtonText,0x1cfb7c0,0x1ce64a4
FE.BriefingPanel.DarkenScreen,0x1cff128,0x1ce517c
FE.BriefingPanel.DisplayTime,0x1cfedc4,0x1ce47dc
FE.BriefingPanel.Height,0x1cfc900,0x1ce4d40
FE.BriefingPanel.ShowButton,0x1cfc9a8,0x1ce60a8
FE.BriefingPanel.Text,0x1d003a8,0x1ce71e0
FE.BriefingPanel.TextColour,0x1cffcb8,0x1ce3790
FE.BriefingPanel.TextSize,0x1cff550,0x1ce37e8
FE.BriefingPanel.Width,0x1cfc2d0,0x1ce3900
FE.BriefingPanel.XPos,0x1cff21c,0x1ce61f8
FE.BriefingPanel.YPos,0x1cff684,0x1ce585c
FE.BronzeAward,0x1cfc60c,0x1ce5d08
FE.CampaignMenu,0x1cfb8d4,0x1ce3e94
FE.CanGameStart,0x1cfeb40,0x1ce43c0
FE.CanWeAddTeam,0x1cff264,0x1ce4c74
FE.Centrescreen,0x1d012ec,0x1ce41e4
FE.Challenge%20Menu,0x1cfbd88,0x1ce65b4
FE.ChallengeLevels,0x1cfc63c,0x1ce56fc
FE.ClientWormpot,0x1cfb80c,0x1ce4a50
FE.Combo.Changed,0x1cffcc4,0x1ce4734
FE.Combo.Fixed,0x1d01400,0x1ce6960
FE.Combo.Fixed.Alt,0x1cfd780,0x1ce3af0
FE.Combo.Option,0x1cffda8,0x1ce5178
FE.Combo.User,0x1d00df8,0x1ce56d8
FE.ControllerOptions,0x1cfcdbc,0x1ce4bbc
FE.Create%20Edit%20Team,0x1cfe964,0x1ce3ba8
FE.Credits,0x1cfb8fc,0x1ce65f4
FE.CreditsMenu,0x1cfc464,0x1ce4a14
FE.CreditsTitle,0x1d00c10,0x1ce5e44
FE.CurrentMenu,0x1cfe408,0x1ce4134
FE.CustomLevels,0x1d000bc,0x1ce41cc
FE.DebugGameMenu,0x1cfd644,0x1ce3828
FE.Discard,0x1cfd3e0,0x1ce5888
FE.DisplayError,0x1cffcf8,0x1ce719c
FE.EnableRumble,0x1cffc08,0x1ce4b24
FE.English,0x1cfcc90,0x1ce3b0c
FE.ErrorMessage,0x1cfc808,0x1ce71c4
FE.FlagsList,0x1cff740,0x1ce3b70
FE.French,0x1cfcc94,0x1ce5710
FE.GameSettings,0x1cff0fc,0x1ce7860
FE.GameSettings2,0x1cfe078,0x1ce64b8
FE.German,0x1cff868,0x1ce4dc8
FE.GoldAward,0x1cfd15c,0x1ce5714
FE.Green,0x1cfc768,0x1ce38e8
FE.Header.AandV,0x1cfd068,0x1ce76c8
FE.Header.Configuration,0x1cfd1a8,0x1ce4af8
FE.Header.ControlSelect,0x1d005d4,0x1ce4874
FE.Header.CrateOptions,0x1cfe8c4,0x1ce5a40
FE.Header.GameOptions,0x1cfe6a4,0x1ce7420
FE.Header.GameSettings,0x1cfbcc0,0x1ce667c
FE.Header.LandObjects,0x1cfe240,0x1ce7910
FE.Header.Paused,0x1cfe478,0x1ce420c
FE.Header.Preview,0x1cff92c,0x1ce5aec
FE.Header.Result,0x1cfd22c,0x1ce5830
FE.Header.Schemes,0x1cfbbe8,0x1ce6a2c
FE.Header.SuddenDeath,0x1cfda30,0x1ce4b20
FE.Header.TeamMembers,0x1cfcabc,0x1ce56cc
FE.Header.TeamMenu,0x1cfd3d8,0x1ce7704
FE.Header.Teams,0x1cfbd1c,0x1ce445c
FE.Header.TimeOptions,0x1cfd8d8,0x1ce4424
FE.Header.Volume,0x1d00fb4,0x1ce4250
FE.Header.Weapons,0x1d00bf0,0x1ce73a4
FE.HighlightedItem,0x1cfd7a4,0x1ce6548
FE.InGameDrawConfirm,0x1cfe724,0x1ce3e14
FE.InGameQuitConfirm,0x1d00224,0x1ce4b04
FE.Italian,0x1cfbfe8,0x1ce5d28
FE.Land.Amount,0x1d00040,0x1ce6090
FE.Land.Bridges,0x1d010fc,0x1ce5cfc
FE.Land.Height,0x1cfee44,0x1ce5980
FE.Land.Ind,0x1cfb8dc,0x1ce722c
FE.Land.LObjects,0x1cfd93c,0x1ce541c
FE.Land.RealSeed,0x1cff74c,0x1ce6f00
FE.Land.SObjects,0x1cfd8fc,0x1ce53dc
FE.Land.Seed,0x1cfd204,0x1ce6f40
FE.Land.Size,0x1cffb44,0x1ce5554
FE.Land.Space,0x1cffb48,0x1ce3f74
FE.Land.Theme,0x1cff904,0x1ce3ba4
FE.Land.Time,0x1d005c4,0x1ce4544
FE.Land.Weather,0x1cff6b8,0x1ce7534
FE.LandSelect,0x1d00540,0x1ce4970
FE.LandscapeLumpFile,0x1cfe144,0x1ce3b58
FE.LandscapeRandomSeed,0x1cfd000,0x1ce5f30
FE.LandscapeTypes,0x1d004bc,0x1ce50bc
FE.LanguageSelect,0x1cfda08,0x1ce6ac0
FE.LastSchemeUserSelected,0x1cff750,0x1ce73b4
FE.LeaveMultiplayer,0x1cfd6f8,0x1ce7438
FE.LeaveOptions,0x1cff648,0x1ce78ec
FE.Level.AITest,0x1cfd794,0x1ce71a0
FE.Level.Alien,0x1cfefe8,0x1ce6fac
FE.Level.Animtest,0x1d00244,0x1ce6420
FE.Level.Applecore,0x1cfbd8c,0x1ce7554
FE.Level.Attract,0x1cfd444,0x1ce3df0
FE.Level.Balloon,0x1cfca28,0x1ce65d8
FE.Level.Beanstalk,0x1cfc85c,0x1ce73ac
FE.Level.Boldly,0x1cfc754,0x1ce694c
FE.Level.Breakfast,0x1cfe884,0x1ce3c50
FE.Level.Cherry,0x1cfead8,0x1ce73c4
FE.Level.Chute1,0x1cfefb4,0x1ce4ce4
FE.Level.Chute2,0x1cfefb8,0x1ce4cec
FE.Level.Chute3,0x1cfefc4,0x1ce4cf8
FE.Level.Clean,0x1d01128,0x1ce3938
FE.Level.Collide,0x1cff254,0x1ce66e8
FE.Level.Cooped,0x1cfe384,0x1ce40b0
FE.Level.Counting,0x1cfd40c,0x1ce56c0
FE.Level.CrateBritain,0x1cfdea8,0x1ce57fc
FE.Level.Cratefun,0x1cff6a8,0x1ce5a18
FE.Level.Crocketeer,0x1cfd938,0x1ce3e38
FE.Level.Cropcircle,0x1cfda0c,0x1ce6168
FE.Level.Crust,0x1cfc800,0x1ce5d70
FE.Level.DDay,0x1cfead4,0x1ce6bf4
FE.Level.Deathmatch1,0x1d00374,0x1ce529c
FE.Level.Deathmatch10,0x1cfedf0,0x1ce3ea8
FE.Level.Deathmatch2,0x1d00378,0x1ce52a0
FE.Level.Deathmatch3,0x1d0037c,0x1ce52a4
FE.Level.Deathmatch4,0x1d00390,0x1ce52ac
FE.Level.Deathmatch5,0x1d00394,0x1ce52b4
FE.Level.Deathmatch6,0x1d00398,0x1ce52b8
FE.Level.Deathmatch7,0x1d0039c,0x1ce52c0
FE.Level.Deathmatch8,0x1d003a0,0x1ce52d0
FE.Level.Deathmatch9,0x1d003a4,0x1ce52d8
FE.Level.Deathtest,0x1cfe510,0x1ce3d84
FE.Level.Driving,0x1cfd2cc,0x1ce476c
FE.Level.Falling,0x1cfee4c,0x1ce6ddc
FE.Level.FunFair,0x1cfd280,0x1ce7148
FE.Level.Grave,0x1cfb944,0x1ce4eb8
FE.Level.Helter,0x1cffd38,0x1ce3998
FE.Level.Hide,0x1d00184,0x1ce5a04
FE.Level.Highstakes,0x1cfca7c,0x1ce6fb4
FE.Level.Holiday,0x1cff218,0x1ce74c8
FE.Level.Hookline,0x1cff988,0x1ce64c8
FE.Level.Ice,0x1cfc048,0x1ce66e4
FE.Level.JetpackChall2,0x1cfd0f8,0x1ce67f8
FE.Level.JetpackChall3,0x1cfd0fc,0x1ce67fc
FE.Level.Landing,0x1cfc40c,0x1ce439c
FE.Level.Leek,0x1cff89c,0x1ce5d9c
FE.Level.Multiapplecore,0x1d00308,0x1ce59f4
FE.Level.Multifunfair,0x1cfc4f8,0x1ce58d8
FE.Level.Multipegasus,0x1cff67c,0x1ce4a4c
FE.Level.Multitree,0x1cfeec8,0x1ce6e58
FE.Level.NotPC,0x1cfd244,0x1ce6954
FE.Level.PS2DemoDM,0x1cfc3a4,0x1ce3cf4
FE.Level.PS2DemoDriving,0x1d00a8c,0x1ce78f4
FE.Level.PS2DemoTutorial,0x1d002a0,0x1ce7294
FE.Level.PS2DemoVs,0x1cfc0c4,0x1ce3a0c
FE.Level.Pack,0x1cffd5c,0x1ce4008
FE.Level.Pdemo,0x1cfdb6c,0x1ce645c
FE.Level.Pegasus,0x1cfe5bc,0x1ce4abc
FE.Level.Plaice,0x1cff044,0x1ce6e48
FE.Level.Random1,0x1cfecf4,0x1ce5b54
FE.Level.Random2,0x1cfecf8,0x1ce5b58
FE.Level.Random3,0x1cfecfc,0x1ce5b5c
FE.Level.Random4,0x1cfed08,0x1ce5b60
FE.Level.Random5,0x1cfed0c,0x1ce5b64
FE.Level.Random6,0x1cfed10,0x1ce5b68
FE.Level.Random7,0x1cfed14,0x1ce5b6c
FE.Level.Random8,0x1cfed18,0x1ce5b70
FE.Level.Random9,0x1cfed1c,0x1ce5b74
