key,address
ElapsedMatchTime,0xdeb6a0
ElapsedRoundTime,0xdee920
Explosion.DamageEpicentre,0xdeb01c
Explosion.DetailObject,0xde9650
Explosion.HitIndestructible,0xdec658
Explosion.ImpulseEpicentre,0xdebe18
Explosion.ImpulseMagnitude,0xdea754
Explosion.ImpulseOffset,0xdebbe8
Explosion.ImpulseRadius,0xde9fcc
Explosion.LandDamageRadius,0xdedd0c
Explosion.ParticleEffect,0xdeaad0
Explosion.WormDamageMagnitude,0xde8314
Explosion.WormDamageRadius,0xde7ecc
FCS.GameOver,0xde8008
FCS.MainMenuTimeout,0xdee310
FCS.TitleScreenTimeout,0xde8390
FD.Amount,0xded158
FD.Bridges,0xdea74c
FD.Large,0xde8894
FD.Size,0xded3d8
FD.Small,0xdee2f0
FD.Space,0xdea394
FD.Theme,0xdee518
FD.Time,0xde9394
FD.Vert,0xde8810
FE.AlliedNumber,0xde9f88
FE.American,0xdea4bc
FE.AnimSpeed,0xdeecac
FE.Award.accuracy,0xdea124
FE.Blue,0xde8f98
FE.BorderThickness,0xde9d58
FE.BriefText,0xdebe90
FE.BriefingPanel.ButtonMessage,0xdeb3f8
FE.BriefingPanel.ButtonText,0xdeb3a8
FE.BriefingPanel.DarkenScreen,0xdecdc0
FE.BriefingPanel.DisplayTime,0xdee998
FE.BriefingPanel.Height,0xdea590
FE.BriefingPanel.ShowButton,0xdee4c0
FE.BriefingPanel.Text,0xdea198
FE.BriefingPanel.TextColour,0xde7b88
FE.BriefingPanel.TextSize,0xdeb2c0
FE.BriefingPanel.Width,0xdebeac
FE.BriefingPanel.XPos,0xdeaf4c
FE.BriefingPanel.YPos,0xde754c
FE.BronzeAward,0xdec1d4
FE.CanGameStart,0xdee710
FE.CanWeAddTeam,0xde9074
FE.Centrescreen,0xde91b8
FE.CurrentMenu,0xdec098
FE.Czech,0xdeeca8
FE.Discard,0xdecf54
FE.ESRBNotice,0xdee89c
FE.EnableRumble,0xde7ad4
FE.English,0xdee7b0
FE.ErrorMessage,0xde8554
FE.French,0xdea920
FE.German,0xdeb5bc
FE.GoldAward,0xdeec7c
FE.Green,0xdec33c
FE.Header.Paused,0xdec0dc
FE.HighlightedItem,0xde75b4
FE.Italian,0xdedafc
FE.Land.Amount,0xdedcd0
FE.Land.Bridges,0xdece4c
FE.Land.Height,0xde8c50
FE.Land.Ind,0xde955c
FE.Land.LObjects,0xde9690
FE.Land.RealSeed,0xded3d0
FE.Land.SObjects,0xde964c
FE.Land.Seed,0xdeae98
FE.Land.Size,0xded7d4
FE.Land.Space,0xde7a14
FE.Land.Theme,0xded598
FE.Land.Time,0xde8498
FE.Land.Weather,0xde75a0
FE.LandscapeLumpFile,0xdebdd4
FE.LandscapeRandomSeed,0xdeeb18
FE.LastSchemeUserSelected,0xdeb4a8
FE.LevelToUse,0xdeeb1c
FE.ListControlElementBorderSize,0xde86d4
FE.ListControlElementSize,0xde83e0
FE.ListControlElementTrans,0xdeee0c
FE.LoadSaveEnabled,0xdeb39c
FE.MinScrollButtonHeight,0xde93e0
FE.Mission.Unlock,0xde86ec
FE.MissionFailure,0xdeef54
FE.MouseSize,0xdec284
FE.MultiStateTest,0xded5d0
FE.NextMenu,0xde8318
FE.PS2.InsertController,0xde800c
FE.PS2.Slot1.Avail,0xdeb270
FE.PS2.Slot2.Avail,0xdeeb70
FE.PS2Water,0xded608
FE.Page,0xdef014
FE.Polish,0xde7728
FE.RandomWormNames,0xde828c
FE.RealSchemeName,0xde9414
FE.Red,0xdec9a0
FE.Scheme.Allaction,0xde9bf8
FE.Scheme.Beginner,0xdecf0c
FE.Scheme.Bng,0xded65c
FE.Scheme.Close,0xdeb168
FE.Scheme.Fruity,0xde7968
FE.Scheme.Pro,0xdec37c
FE.Scheme.Shopping,0xde7fe8
FE.Scheme.Sinking,0xde977c
FE.Scheme.Sniper,0xdee908
FE.Scheme.Standard,0xde7e94
FE.Scheme.Standdeliver,0xdea68c
FE.Scheme.Sticky,0xdeb3a4
FE.Scheme.Strategy,0xde8c28
FE.Scheme.Suddensink,0xded0ec
FE.Scheme.WeaponTest,0xdeb4d8
FE.SchemeTampered,0xdecad8
FE.Screen.Language,0xde8718
FE.Screen.Multiplayer,0xde848c
FE.Screen.TeamOptions,0xdee18c
FE.Screen.Wormpot,0xdeeee8
FE.ScrollBorderEncroachment,0xdede90
FE.ScrollThickness,0xdebba4
FE.SelectedTeam,0xdeeb34
FE.ShadowOffset,0xde7ab0
FE.Show.Team.MostAccurate,0xde8b94
FE.Show.Team.MostBoring,0xde95dc
FE.Show.Team.MostEntertaining,0xde991c
FE.Show.Team.MostExciting,0xdee15c
FE.Show.Team.MostGreedy,0xde79a4
FE.Show.Team.MostStrategic,0xdead8c
FE.Show.Team.MostUseless,0xdecb8c
FE.Show.Worm.BestShot,0xdea510
FE.Show.Worm.LeastPopular,0xde8488
FE.Show.Worm.MostAccurate,0xde8c94
FE.Show.Worm.MostBoring,0xdece20
FE.Show.Worm.MostEntertaining,0xdeafdc
FE.Show.Worm.MostGreedy,0xde9764
FE.Show.Worm.MostInteresting,0xde931c
FE.Show.Worm.MostStrategic,0xdeec94
FE.Show.Worm.MostUseless,0xdedacc
FE.Show.Worm.OfTheMatch,0xde94e0
FE.Show.Worm.QuickestOut,0xdec690
FE.Show.Worm.SurvivalAward,0xdec990
FE.Show.Worm.WeaponLover,0xdec25c
FE.ShowMenuBackdrop,0xdebfc0
FE.ShowQueuedErrors,0xdea8cc
FE.SilverAward,0xdeb564
FE.Slovak,0xdef1bc
FE.SoundBankStore,0xdeab54
FE.Spanish,0xdec960
FE.Switch1,0xde9fc4
FE.TempTeamStore,0xde94d4
FE.TempText1,0xde9d84
FE.TestFloat,0xded1d0
FE.Text.BrownSofa,0xde9684
FE.Text.FewProblems,0xdeeeec
FE.Text.KneeTrembler,0xdee648
FE.Text.Peacebreaker,0xdee960
FE.TextBoxFadeTime,0xdeb5a8
FE.TextBoxTextSize,0xdeae68
FE.TextCursor.Flash,0xded8e0
FE.Tip.Barracks,0xdea968
FE.Tip.No,0xde86fc
FE.Tip.OptionsMenu,0xde8820
FE.Tip.OptionsSoundOptions,0xdeb0e0
FE.Tip.Yes,0xdee28c
FE.ToolTip,0xde9080
FE.ToolTip.Backup,0xde9b40
FE.ToolTip1,0xdedac8
FE.TrianglePressed,0xdedd10
FE.Type,0xdedb54
FE.UseMouse,0xdeec14
FE.UserErrors,0xde7e0c
FE.WP.ExtBorder,0xdebba8
FE.WP.IconHeight,0xde8af4
FE.WP.IconWidth,0xdee5e0
FE.WP.IntBorder,0xdeb908
FE.WP.SpacingAccross,0xdea90c
FE.WP.SpacingUp,0xdea568
FE.WP.TipBoxHeight,0xdecc58
FE.WP.Type,0xdec918
FE.Water,0xdeb148
FE.WeapSelTextCol,0xdeda30
FE.WeaponCount,0xde7fd0
FE.WinString,0xde9fdc
FE.Wormpot.Reel1,0xdea644
FE.Wormpot.Reel2,0xdea648
FE.Wormpot.Reel3,0xdea64c
FE.WormpotEnabled,0xdedf10
FE.WormsInTeam,0xde7d34
FE.WormsLabel,0xdeb870
FE.Yellow,0xded168
FETXT.AFewProblems,0xdedbec
FETXT.AimDown,0xde80bc
FETXT.AimLeft,0xde9094
FETXT.AimRight,0xde8360
FETXT.AimUp,0xdea900
FETXT.AirStrike,0xde8c9c
FETXT.AllMissionsComplete,0xde89d8
FETXT.AllTutorialsComplete,0xde95e0
FETXT.Back/Down,0xdec2f8
FETXT.Backflip,0xdec740
FETXT.Backwards,0xdec64c
FETXT.BananaBomb,0xdeb448
FETXT.BaseballBat,0xdee868
FETXT.Bazooka,0xde8884
FETXT.Best,0xdedf9c
FETXT.BlimpView,0xdec0e0
FETXT.BubbleTrubble,0xdea15c
FETXT.Cancel,0xdec2f0
FETXT.CenterWorm,0xdee0f4
FETXT.ChallengeCompleteBody,0xde7c24
FETXT.ChallengeCompleteTitle,0xde7ba4
FETXT.ChatterBomb,0xdeb10c
FETXT.ClusterBomb,0xde86c8
FETXT.ConfirmDraw,0xdecf5c
FETXT.ConfirmNoSave,0xdeeda4
FETXT.ConfirmQuit,0xdedadc
FETXT.ConfirmRestart,0xded05c
FETXT.ConfirmRestore,0xde9ba0
FETXT.Control.1stPerson,0xde98f8
FETXT.Control.AimDown,0xdeefb8
FETXT.Control.AimLeft,0xdeaf90
FETXT.Control.AimRight,0xdec5d0
FETXT.Control.AimUp,0xded680
FETXT.Control.Backflip,0xdec6c0
FETXT.Control.Backwards,0xde9b8c
FETXT.Control.Blimp,0xde7680
FETXT.Control.BlimpPan,0xdef178
FETXT.Control.CenterWorm,0xde9c34
FETXT.Control.Distance,0xdee254
FETXT.Control.Fire,0xdeadd4
FETXT.Control.FireSecondry,0xdedbe4
FETXT.Control.Forwards,0xdee24c
FETXT.Control.Fuse,0xdebe14
FETXT.Control.FuseDown,0xdeeef8
FETXT.Control.FuseUp,0xdea4e0
FETXT.Control.Inventory,0xdee4a4
FETXT.Control.InvertX,0xdee7a0
FETXT.Control.InvertY,0xdee7a4
FETXT.Control.InvertYFP,0xded900
FETXT.Control.Jump,0xdeeec0
FETXT.Control.Left,0xdeb018
FETXT.Control.LocalCam,0xdea5f4
FETXT.Control.LookDown,0xdee178
FETXT.Control.LookLeft,0xded150
FETXT.Control.LookRight,0xde84d0
FETXT.Control.LookUp,0xde97c0
FETXT.Control.MenuCancel,0xdec370
FETXT.Control.MenuDown,0xde7578
FETXT.Control.MenuLeft,0xdee250
FETXT.Control.MenuRight,0xdea550
FETXT.Control.MenuSelect,0xde9e90
FETXT.Control.MenuUp,0xdee2c0
FETXT.Control.Names,0xde8f8c
FETXT.Control.Ninja.Backwards,0xded60c
FETXT.Control.Ninja.Forwards,0xde984c
FETXT.Control.Ninja.Lengthen,0xdeec38
FETXT.Control.Ninja.Shorten,0xde9ab8
FETXT.Control.Pan,0xdea3fc
FETXT.Control.Pause,0xde7a58
FETXT.Control.Right,0xde9fd0
FETXT.Control.RollLeft,0xdee2d4
FETXT.Control.RollRight,0xded7d0
FETXT.Control.Secondry,0xde95e4
FETXT.Control.Sensitivity,0xdecae4
FETXT.Control.Taunt,0xde9654
FETXT.Control.ToggleChat,0xded510
FETXT.Control.Vibration,0xde7e38
FETXT.Control.WormSelect,0xdebb90
FETXT.Control.ZoomIn,0xde95b8
FETXT.Control.ZoomOut,0xde8fd0
FETXT.Controls,0xdea04c
FETXT.DontCare,0xdeae5c
FETXT.DoubleJump,0xdec148
FETXT.Drop,0xde9680
FETXT.Dynamite,0xded094
FETXT.EasterEgg.0,0xdec440
FETXT.EasterEgg.1,0xdec444
FETXT.EasterEgg.2,0xdec448
FETXT.EasterEgg.3,0xdec468
FETXT.EasterEgg.4,0xdec46c
FETXT.EasterEgg.Coins.Template,0xde789c
FETXT.EasterEgg.Name.Template,0xde9f60
FETXT.Factory.Blaster,0xdeed90
FETXT.Fire/Select,0xdead14
FETXT.FireSecondary,0xdedba8
FETXT.Firepunch,0xdeb2a0
FETXT.FirstPersonView,0xdeb7a0
FETXT.Flag.Tapper,0xde9b08
FETXT.Flood,0xdee2ec
FETXT.Forward/Up,0xde7dc0
FETXT.Forwards,0xdeeef0
FETXT.GameControls,0xde9ed0
FETXT.GasGrenade,0xdee8dc
FETXT.GetInput,0xdec494
FETXT.Girder,0xde8988
FETXT.Grenade,0xdeecdc
FETXT.High,0xdedee0
FETXT.HolyHandGrenade,0xdef174
FETXT.HomingMissile,0xdeafd8
FETXT.IcarusPotion,0xdea988
FETXT.InflatableScouser,0xded310
FETXT.Inventory,0xde9c64
FETXT.InvertX,0xdeeaa0
FETXT.InvertY,0xdeeaa4
FETXT.InvertYFirst,0xdec7d4
FETXT.JetPack,0xdec16c
FETXT.JoinGame2,0xdede88
FETXT.JoyAxis0,0xdeac04
FETXT.JoyAxis1,0xdeac08
FETXT.JoyAxis2,0xdeac20
FETXT.JoyAxis3,0xdeac24
FETXT.JoyAxis4,0xdeac28
FETXT.JoyAxis5,0xdeac2c
FETXT.JoyAxis6,0xdeac30
FETXT.JoyAxis7,0xdeac34
FETXT.JoyButton,0xde9238
FETXT.JoyPov,0xde8518
FETXT.Jump,0xdeb900
FETXT.KeyName1,0xdec598
FETXT.KeyName14,0xded278
FETXT.KeyName15,0xded284
FETXT.KeyName156,0xdedd24
FETXT.KeyName157,0xdedd28
FETXT.KeyName161,0xdedcc8
FETXT.KeyName178,0xdedda0
FETXT.KeyName181,0xdedd44
FETXT.KeyName183,0xdedd4c
FETXT.KeyName184,0xdedd60
FETXT.KeyName197,0xdedc20
FETXT.KeyName199,0xdedc24
FETXT.KeyName200,0xdedf58
FETXT.KeyName201,0xdedf5c
FETXT.KeyName203,0xdedf60
FETXT.KeyName205,0xdedf64
FETXT.KeyName207,0xdedf68
FETXT.KeyName208,0xdedf6c
FETXT.KeyName209,0xdedf70
FETXT.KeyName210,0xdede00
FETXT.KeyName211,0xdede04
FETXT.KeyName219,0xdede24
FETXT.KeyName220,0xdeddc4
FETXT.KeyName221,0xdeddd8
FETXT.KeyName223,0xdedddc
FETXT.KeyName229,0xdeddec
FETXT.KeyName230,0xdede80
FETXT.KeyName232,0xdede8c
FETXT.KeyName233,0xdede98
FETXT.KeyName234,0xdede9c
FETXT.KeyName235,0xdedea0
FETXT.KeyName236,0xdedea4
FETXT.KeyName28,0xded2a4
FETXT.KeyName29,0xded2a8
FETXT.KeyName42,0xded208
FETXT.KeyName54,0xded55c
FETXT.KeyName55,0xded56c
FETXT.KeyName56,0xded570
FETXT.KeyName57,0xded574
FETXT.KeyName58,0xded57c
FETXT.KeyName59,0xded580
FETXT.KeyName60,0xded584
FETXT.KeyName61,0xded588
FETXT.KeyName62,0xded58c
FETXT.KeyName63,0xded5a4
FETXT.KeyName64,0xded5a8
FETXT.KeyName65,0xded5ac
FETXT.KeyName66,0xded5b4
FETXT.KeyName67,0xded5bc
FETXT.KeyName68,0xded5c0
FETXT.KeyName69,0xded5c4
FETXT.KeyName70,0xded4ec
FETXT.KeyName71,0xded4f0
FETXT.KeyName72,0xded4f4
FETXT.KeyName73,0xded4f8
FETXT.KeyName74,0xded4fc
FETXT.KeyName75,0xded500
FETXT.KeyName76,0xded508
FETXT.KeyName77,0xded50c
FETXT.KeyName78,0xded51c
FETXT.KeyName79,0xded520
FETXT.KeyName80,0xded524
FETXT.KeyName81,0xded528
FETXT.KeyName82,0xded52c
FETXT.KeyName83,0xded530
FETXT.KeyName87,0xded534
FETXT.KeyName88,0xded538
FETXT.KneeTrembler,0xde86cc
FETXT.Landmine,0xdeece0
FETXT.Left,0xdeece8
FETXT.ListenToVoiceMessage,0xde8b98
FETXT.Look,0xdeedec
FETXT.LookDown,0xdeaec0
FETXT.LookLeft,0xdea69c
FETXT.LookRight,0xde869c
FETXT.LookUp,0xdee280
FETXT.Low,0xdeb8dc
FETXT.Med,0xdeb610
FETXT.MissionBriefing,0xded8a0
FETXT.MissionCompleteBody,0xdec064
FETXT.MissionCompleteTitle,0xded454
FETXT.MissionTime,0xded1a0
FETXT.ModKeyShift,0xdedc10
FETXT.Mouse,0xded8dc
FETXT.Mouse2,0xded988
FETXT.MouseAxis0,0xdeac80
FETXT.MouseAxis1,0xdeacbc
FETXT.MouseAxis2,0xdeacc0
FETXT.MouseButton,0xdea53c
FETXT.MouseButton0,0xde8ca0
FETXT.MouseButton1,0xde8ca4
FETXT.MouseButton10,0xde7640
FETXT.MouseButton2,0xde8ca8
FETXT.MouseButton9,0xde8cac
FETXT.MouseSensitivity,0xdedf74
FETXT.NinjaRope,0xdecd04
FETXT.No,0xdeb380
FETXT.NoGamePreview,0xded41c
FETXT.NoGamesFound,0xdeadd0
FETXT.Nobody,0xde9de4
FETXT.Nothing,0xdeb9b8
FETXT.OK,0xdeb23c
FETXT.OldWoman,0xde9bb8
FETXT.Pan,0xdec538
FETXT.Parachute,0xdec8e0
FETXT.Play,0xded128
FETXT.Players,0xde874c
FETXT.PlayersFormat,0xde846c
FETXT.PoisonArrow,0xdec5a4
FETXT.PrepareTeams,0xdee8a0
FETXT.PressFire,0xdede6c
FETXT.Prod,0xdebfd4
FETXT.Record,0xde99a0
FETXT.Restart,0xdea750
FETXT.RestoreDefaults,0xde7c8c
FETXT.ReturnToMenu,0xde941c
FETXT.Right,0xdec55c
FETXT.RollLeft,0xdeb520
FETXT.RollRight,0xdeefac
FETXT.Round,0xdea71c
FETXT.RoundsWon,0xdebe38
FETXT.SentryGun,0xdeb33c
FETXT.Sheep,0xde9500
FETXT.Shotgun,0xdebef8
FETXT.SkipGo,0xdebc7c
FETXT.SniperRifle,0xde8c14
FETXT.Starburst,0xde8658
FETXT.Stop,0xdee380
FETXT.SuperSheep,0xdeaa80
FETXT.Surrender,0xded048
FETXT.TailNail,0xded0b0
FETXT.TheBrownSofa,0xdec5c4
FETXT.ThePeaceBreaker,0xdeab08
FETXT.Tip1,0xdec944
FETXT.Tip10,0xde9000
FETXT.Tip11,0xde9008
FETXT.Tip12,0xde9020
FETXT.Tip13,0xde9024
FETXT.Tip14,0xde9028
FETXT.Tip15,0xde902c
FETXT.Tip16,0xde9034
FETXT.Tip17,0xde9040
FETXT.Tip18,0xde9048
FETXT.Tip19,0xde9054
FETXT.Tip2,0xdec948
FETXT.Tip20,0xde8fc0
FETXT.Tip21,0xde8fc4
FETXT.Tip22,0xde8fcc
FETXT.Tip23,0xde8fe4
FETXT.Tip24,0xde8fe8
FETXT.Tip25,0xde8fec
FETXT.Tip26,0xde8ff0
FETXT.Tip27,0xde8ffc
FETXT.Tip28,0xde905c
FETXT.Tip29,0xde9060
FETXT.Tip3,0xdec970
FETXT.Tip30,0xde9084
FETXT.Tip31,0xde9098
FETXT.Tip32,0xde909c
FETXT.Tip33,0xde90a0
FETXT.Tip34,0xde90b0
FETXT.Tip35,0xde90b4
FETXT.Tip36,0xde90f0
FETXT.Tip37,0xde90f4
FETXT.Tip38,0xde9100
FETXT.Tip39,0xde9104
FETXT.Tip4,0xdec974
FETXT.Tip40,0xde9068
FETXT.Tip41,0xde906c
FETXT.Tip42,0xde9070
FETXT.Tip43,0xde907c
FETXT.Tip44,0xde9130
FETXT.Tip5,0xdec980
FETXT.Tip6,0xdec988
FETXT.Tip7,0xdec9ac
FETXT.Tip8,0xdec9b4
FETXT.Tip9,0xdec9b8
FETXT.TryAgain,0xdedae4
FETXT.TutRecBody,0xdee0ac
FETXT.TutorialCompleteBody,0xdea164
FETXT.TutorialCompleteTitle,0xdebad8
FETXT.UndefinedKey,0xde86a4
FETXT.UnlocksAvailable,0xde9258
FETXT.Vibration,0xde8ff8
FETXT.ViewControls,0xdec9e0
FETXT.WinsTheMatch,0xdeeae0
FETXT.WinsTheRound,0xded918
FETXT.WipeOut,0xdeaaa0
FETXT.WormSelect,0xde86d8
FETXT.Yes,0xdea768
FETXT.ZoomIn,0xde85f8
FETXT.ZoomOut,0xde7700
FETXTH.NetworkPlay,0xdea76c
FETXTH.Options,0xdec5cc
FETXTH.QuickGame,0xdec218
FXTXT.Infinity,0xdebc64
FactoryWeaponName,0xdea500
FallCamera,0xde9384
FallSplat0,0xdec2c4
FastRecover0a,0xde7d04
FastRecover0b,0xde7d0c
Fatkins.PayloadIndex,0xdec5a0
FatkinsTrackCamera,0xde9c04
FirstBlood10,0xdee0c0
Flag.Afro,0xdecf7c
Flag.Arabia,0xde8b04
Flag.Argentina,0xde9d04
Flag.Australia,0xde7644
Flag.Austria,0xdec804
Flag.Axe,0xde8694
Flag.Azerbaijan,0xdea138
Flag.Belgium,0xde9a34
Flag.Builder,0xdeca48
Flag.Bulgaria,0xde9e44
Flag.Canada,0xdea9c4
Flag.Chad,0xdee910
Flag.Chile,0xde8814
Flag.Chinese,0xdec394
Flag.Cool,0xdec4b0
Flag.Cowboy,0xdec4e4
Flag.CowboySkull,0xded670
Flag.Croatia,0xdec104
Flag.Crown,0xdebc78
Flag.Cuba,0xdeb944
Flag.Cutlass,0xdebbcc
Flag.Cyprus,0xdee54c
Flag.Czech,0xdeb560
Flag.Denmark,0xde826c
Flag.DinoBones,0xdea38c
Flag.DinoEggs,0xdececc
Flag.DinoSkull,0xde9330
Flag.EU,0xdec954
Flag.England,0xded190
Flag.Finland,0xded850
Flag.France,0xde7f94
Flag.Genie,0xde8bd4
Flag.Germany,0xde7ca4
Flag.Greece,0xdeef94
Flag.Hammer,0xde9a48
Flag.HongKong,0xdecf9c
Flag.Iceland,0xdee550
Flag.India,0xdedec4
Flag.Indonesia,0xdec144
Flag.Innocent,0xde9810
Flag.Iran,0xdebd38
Flag.Iraq,0xdebe44
Flag.Ireland,0xdee690
Flag.Israel,0xde8f30
Flag.Italy,0xde98e4
Flag.Jamaica,0xded544
Flag.Japan,0xde8cf8
Flag.Liechenstein,0xdeddb8
Flag.Luxembourg,0xdee0dc
Flag.Malaysia,0xde8dc4
Flag.Malta,0xded504
Flag.Matrix,0xde7c60
Flag.Mexico,0xdebabc
Flag.Monaco,0xdeddbc
Flag.Morocco,0xde957c
Flag.NewZealand,0xdea290
Flag.NorthKorea,0xded0c4
Flag.Norway,0xdebf64
Flag.OldWorm,0xdeb7b4
Flag.Pakistan,0xdec038
Flag.Poland,0xdeae50
Flag.Police,0xdec794
Flag.Portugal,0xded0f0
Flag.Prof,0xde8198
Flag.PuertoRico,0xdeb0bc
Flag.RussianFederation,0xdec638
Flag.SaudiArabia,0xdee244
Flag.Scotland,0xde7610
Flag.Sheriff,0xded298
Flag.Singapore,0xdeae94
Flag.Slovakia,0xdec3c4
Flag.SouthAfrica,0xdea0c4
Flag.SouthKorea,0xde9504
Flag.Spaceman,0xded438
Flag.Spain,0xde91f8
Flag.Sweden,0xdeb238
Flag.Switzerland,0xdecb10
Flag.Taiwan,0xdeeb38
Flag.Tapper,0xde7848
Flag.Terminator,0xdee108
Flag.TheNetherlands,0xde998c
Flag.Turkey,0xdebb64
Flag.UK,0xdecd2c
Flag.USA,0xded044
Flag.Vietnam,0xdec8f4
Flag.Wales,0xde838c
Flag.Wizard,0xdea350
Flag.WizardsHat,0xdec450
Flag.Worksite,0xdebbd4
Flood.Delta,0xdec484
Flood.FloodDuration,0xde9cfc
Flood.RainDuration,0xde9058
FloodCamera,0xdec11c
Flying.MaxDistance,0xdeec64
Fog.Colour,0xdecd48
Fog.MaxRange,0xded15c
Fog.MinRange,0xded260
FuseTimerGraphic.Offset,0xdede50
GM.GameInitData,0xde8444
GM.SchemeData,0xdee7c4
GS.BarracksAvailable,0xde9a54
GS.BarracksEnabled,0xde79d0
GS.Client,0xde9a90
GS.Colour.Firewalled,0xde7510
GS.ConnectNow,0xde9e9c
GS.ConnectionMessage,0xdeeb54
GS.ConnectionTimeout,0xdea090
GS.CurrentRoomName,0xde9954
GS.Default.Health,0xdee2a0
GS.Default.MaxPlayers,0xded24c
GS.Default.MaxTeams,0xdecc8c
GS.Default.NumPlayers,0xdebe0c
GS.Default.NumTeams,0xdeb54c
GS.Default.RoundTime,0xdeb914
GS.Default.SelectWorm,0xdec0f4
GS.Default.TeleportIn,0xdee6b8
GS.Default.TurnTime,0xdeead4
GS.Default.Victories,0xdeeb8c
GS.Default.gametitle,0xdec654
GS.Default.hostname,0xded8d4
GS.Default.password,0xde7550
GS.DefaultScheme,0xde8254
GS.Email.Available,0xdeca3c
GS.False,0xdecb14
GS.GameVer,0xde9c48
GS.GraphicalSeed,0xdea150
GS.HostGameNow,0xdeec5c
GS.InBox,0xdebe60
GS.JoinGameTimeout,0xdea790
GS.JoinedGame,0xdeb79c
GS.LastSelectedTeam,0xdeebb4
GS.LocalDottedIp,0xde8d40
GS.Location,0xde7978
GS.LogicalSeed,0xde93d8
GS.Login.Command,0xdeb118
GS.Login.Email,0xdea7b0
GS.Login.HostIp,0xdecc80
GS.Login.MotdUrl,0xdeee70
GS.Login.Nick,0xdea6ec
GS.Login.Password,0xded018
GS.Login.PasswordConfirm,0xdeb234
GS.Login.PasswordUrl,0xde8670
GS.Login.Room,0xde9bf4
GS.Login.SchemeLocked,0xdeef90
GS.Login.SchemeUrl,0xde9af0
GS.Login.TipUrl,0xde82b0
GS.LoginEnabled,0xdeb390
GS.MOTD,0xde75d8
GS.ModifyTeamTimeout,0xdea010
GS.NameWidth,0xde9260
GS.NatNegotiate,0xdede94
GS.NickErrorFlag,0xde8f1c
GS.OutBox,0xdeb2e4
GS.PingDelay,0xdebee4
GS.PingTimeout,0xdee3d0
GS.PlayerNotifyColour,0xdeed88
GS.ProfileIndex,0xdea660
GS.Progress,0xdeb30c
GS.PublicGame,0xde8258
GS.RankingGame,0xdea85c
GS.Ready,0xdea7a4
GS.ReadyDisabled,0xdec110
GS.RefreshEnabled,0xdeb190
GS.RemoveProfileEnabled,0xde8310
GS.RoomName,0xdeeb58
GS.RoomsPropertyFilter,0xdead88
GS.SchemeAvailable,0xdee394
GS.SchemeChanging,0xdec8dc
GS.SchemeName,0xdede18
GS.SelectedPlayer,0xde7c48
GS.SelectedProfileIndex,0xde7d60
GS.ServerPort,0xde75d0
GS.ShowVersions,0xdedb8c
GS.StartEnabled,0xdec810
GS.TimeoutId.Game,0xde98d4
GS.TimeoutId.Nick,0xdec06c
GS.TimeoutId.Password,0xde9b50
GS.ValidationTimeout,0xdea2d0
GS.Version.Bad,0xdedf50
GS.Version.Good,0xde9594
GS.firewallflag,0xded1dc
Game.BriefingText,0xde9b90
Game.DefaultLevel,0xded5b0
Game.Health,0xdea360
Game.HostIsLocal,0xde82b4
Game.League,0xde8698
Game.MaxPlayers,0xde87cc
Game.MaxTeams,0xdeb98c
Game.NumPlayers,0xde968c
Game.NumTeams,0xde900c
Game.RoundTime,0xde77d4
Game.Scope,0xdeeb20
Game.SelectWorm,0xdedc74
Game.Start.Text,0xde7894
Game.TeleportIn,0xdea638
Game.TimeStamp,0xdec580
Game.Title,0xde7d18
Game.TurnTime,0xdecad4
Game.Username,0xdeb698
Game.Victories,0xdebf4c
Game.hostname,0xde77dc
Game.password,0xdedb50
Game.winner,0xdee1c8
GameLogic.AddInventory.Arg0,0xdebc00
GameLogic.AddInventory.Arg1,0xdebc04
GameLogic.AllTeamsHadTurn,0xdeddc0
GameLogic.ArtilleryMode,0xdea6d4
GameLogic.CurrentScript,0xdea658
GameLogic.DataBank,0xdecb2c
GameLogic.SuddenDamageMode,0xdeed94
GameLogic.SuddenDeath,0xdee9a0
GameLogic.WeaponIndex,0xdee460
GameLogic.WeaponName,0xdea894
GameOver.AwardMovie,0xdec99c
GameOver.AwardWon,0xdee2c8
GameOver.ChallengeFailedMenu,0xdeefd4
GameOver.ChallengeMenu,0xde7a5c
GameOver.ChallengeSuccessMenu,0xde7c9c
GameOver.EasterEgg,0xde8d9c
GameOver.GameCompletedMenu,0xded414
GameOver.GameType,0xdedc14
GameOver.NextRoundMenu,0xde7e18
GameOver.ReturnMenu,0xdebc54
GameOver.RoundNumber,0xdeea08
GameOver.StoryFailedMenu,0xdee264
GameOver.StoryMenu,0xdedcd4
GameOver.StorySuccessMenu,0xdeba64
GameOver.SubGameType,0xdee054
GameOver.TutorialFailedMenu,0xdeee74
GameOver.TutorialMenu,0xde9bd8
GameOver.TutorialSuccessMenu,0xdebb98
GameOver.WinningTeamIndex,0xdee864
GameOver.WormOfMatch,0xdebde0
GameOver.WormOfRound,0xdec418
GameStats.StatString,0xde9f1c
GameToFrontEndDelayTime,0xde7e54
Girder.AllowMultiple,0xdeb854
Girder.Camera.Occlude,0xdec594
Girder.Position,0xdead78
Girder.TotalNumberPlaced,0xdebe94
Girder.Velocity,0xde77a4
GirderCamera,0xde8ae8
GlobalLight.Ambient,0xde8950
GlobalLight.Diffuse,0xde8654
GoodShotDamageThreshold,0xde9750
Gravity,0xdee8a4
Gravity.Slow,0xdea35c
